mChibi,/Volumes/cuenap/data/h5eeg/artifact_removed/mChibi/mChibi_170712.hdf5,/Volumes/cuenap/data/h5eeg/mChibi/mChibi_170712.hdf5,128,5750428,63509814000000.00000000,63509819750427.00000000,1000.00000000
mChibi,/Volumes/cuenap/data/h5eeg/artifact_removed/mChibi/mChibi_200712.hdf5,/Volumes/cuenap/data/h5eeg/mChibi/mChibi_200712.hdf5,128,8746495,63510073200000.00000000,63510081946494.00000000,1000.00000000
