m00021,53294482,53294737,0
m00061,34921264,34921513,0
m00084,72681886,72682135,1
m00033,45617633,45617888,0
m00037,63784040,63784289,0
m00071,47647994,47648243,1
m00061,77399395,77399644,1
m00075,86147179,86147428,1
m00017,32570333,32570588,1
m00053,65295922,65296171,0
m00004,28898495,28898750,1
m00084,1555921,1556170,0
m00095,7773460,7773709,0
m00059,46216044,46216293,0
m00024,68702636,68702885,1
m00018,73105437,73105692,0
m00055,4507971,4508220,1
m00004,19271429,19271684,1
m00003,54345613,54345868,0
m00084,61353593,61353842,1
m00048,50912752,50913001,1
m00017,75846560,75846815,0
m00017,43183559,43183814,1
m00019,42288835,42289084,0
m00001,99454976,99455225,1
m00095,91275918,91276167,0
mSu,3409531,3409780,1
m00027,11612364,11612619,0
m00047,57920825,57921074,0
m00073,5576304,5576553,0
m00059,47765220,47765469,0
m00021,88993746,88994001,0
m00053,62631521,62631770,0
m00043,113219298,113219547,0
m00048,32644218,32644467,1
m00025,74008842,74009097,1
m00096,50388680,50388929,0
m00017,37073611,37073866,1
m00028,46201589,46201844,1
m00084,40111322,40111571,0
m00037,29645114,29645363,0
m00019,19666707,19666956,1
m00006,59595220,59595469,0
m00026,13079806,13080055,1
m00039,13077069,13077318,0
m00045,100219580,100219829,0
m00025,100361903,100362158,1
m00005,48125607,48125862,0
m00001,28627381,28627630,1
m00001,24541572,24541821,1
m00019,20267398,20267647,1
m00022,15783429,15783684,1
m00055,72546706,72546955,1
m00107,37191377,37191626,0
m00045,53346126,53346375,0
m00048,15611341,15611590,1
m00005,53311335,53311590,1
m00022,2973003,2973258,1
m00122,59973466,59973715,1
m00124,28223349,28223604,0
m00001,88215629,88215878,1
m00061,52827170,52827419,0
m00049,48974809,48975058,0
m00075,27842088,27842337,0
m00035,122893573,122893822,0
m00095,40065754,40066003,0
m00030,49499517,49499766,0
m00100,18524565,18524814,0
m00053,47271786,47272035,0
m00095,44044427,44044676,0
m00100,677297,677546,0
m00048,42227547,42227796,1
m00022,38308183,38308438,0
m00022,36645639,36645894,0
m00038,76996707,76996956,0
m00004,69845121,69845376,0
m00027,27833367,27833622,0
m00025,19708487,19708742,1
m00122,130317412,130317661,1
m00083,83780931,83781186,1
m00022,41021623,41021878,0
m00022,137692,137947,1
m00030,56898740,56898989,0
m00056,27989837,27990086,0
m00039,31529085,31529334,0
m00047,75321851,75322100,0
m00073,38711954,38712203,1
m00071,71484404,71484653,1
m00018,54940845,54941100,0
m00033,9255633,9255888,0
m00019,14982586,14982835,0
m00059,39868801,39869050,0
m00061,21027875,21028124,0
m00001,69048827,69049076,1
m00027,109050429,109050684,0
m00100,8002388,8002637,0
m00003,83849707,83849962,0
m00084,96542759,96543008,1
m00004,56904693,56904948,1
m00053,97597545,97597794,0
m00068,33337530,33337779,1
m00068,19173418,19173667,1
m00053,16505929,16506178,1
m00004,123805492,123805747,1
m00027,68569631,68569886,0
m00124,6878179,6878434,0
m00023,51696919,51697168,0
m00107,65688394,65688643,0
m00027,17512559,17512814,0
m00037,30818994,30819243,0
m00018,47386389,47386644,0
m00006,85302338,85302587,0
m00001,74364390,74364639,1
m00079,28372053,28372302,1
m00043,76768929,76769178,1
m00005,60637415,60637670,1
m00058,34671170,34671419,0
m00084,96500584,96500833,1
m00095,50376317,50376566,0
m00027,86045856,86046111,0
m00025,122384964,122385219,1
m00056,30937835,30938084,0
m00021,8567805,8568060,0
m00026,37738299,37738548,1
m00100,14256626,14256875,0
m00068,11790583,11790832,1
m00052,119083643,119083892,1
m00037,81291994,81292243,0
m00006,44543096,44543345,0
m00047,5995513,5995762,0
m00068,28543304,28543553,1
m00048,48915716,48915965,1
m00095,78553478,78553727,0
m00030,36777757,36778006,0
m00073,7383909,7384158,1
m00017,22543379,22543634,0
m00048,57323798,57324047,1
m00061,25537684,25537933,0
m00028,97878853,97879108,0
m00100,13026811,13027060,0
m00026,3898411,3898660,1
m00084,58106900,58107149,1
m00122,8501180,8501429,0
m00053,40525515,40525764,0
m00084,18980279,18980528,0
m00043,53045694,53045943,0
m00083,77868910,77869165,0
m00023,48135072,48135321,0
m00018,73137750,73138005,0
m00052,24940268,24940517,1
m00019,35992170,35992419,0
m00100,11252083,11252332,0
m00003,6727635,6727890,1
m00079,54409385,54409634,1
m00035,108922576,108922825,0
m00033,53464955,53465210,1
m00068,44693501,44693750,1
m00032,105566171,105566420,0
m00124,2813342,2813597,0
m00053,58829628,58829877,0
m00030,21457983,21458232,0
m00073,66879328,66879577,1
m00022,88917560,88917815,0
m00023,150159441,150159690,1
m00079,51136983,51137232,1
m00068,25558501,25558750,1
m00083,41014268,41014523,1
m00005,72208091,72208346,0
m00100,3949325,3949574,0
m00039,82176419,82176668,0
m00004,119579947,119580202,0
m00073,37553746,37553995,1
m00022,56681847,56682102,0
m00047,98336692,98336941,0
m00095,95813927,95814176,0
m00060,77109549,77109798,0
m00107,80622155,80622404,0
m00025,50661644,50661899,1
m00061,45738466,45738715,0
m00073,66897141,66897390,1
m00124,19807700,19807955,0
m00124,4281369,4281624,0
m00004,38459148,38459403,1
m00053,75470678,75470927,0
m00097,74894038,74894287,0
m00039,59526275,59526524,0
m00068,856386,856635,1
m00079,17179138,17179387,1
m00044,36781335,36781584,0
m00035,91283321,91283570,0
m00021,26435109,26435364,0
m00023,29518380,29518629,0
m00030,71596159,71596408,0
m00044,57851649,57851898,0
m00022,110292169,110292424,0
m00038,118531487,118531736,0
m00055,30322745,30322994,1
m00096,97220907,97221156,0
m00044,116566745,116566994,0
m00097,59471874,59472123,0
m00032,96883665,96883914,0
m00097,97271941,97272190,0
m00035,101379092,101379341,0
m00122,75602663,75602912,1
m00049,69856988,69857237,0
m00005,22235492,22235747,0
m00006,64326670,64326919,0
m00001,118698097,118698346,1
m00058,223601,223850,0
m00003,26034855,26035110,0
m00043,17160779,17161028,1
m00001,94317766,94318015,1
m00033,78381130,78381385,1
m00039,47886850,47887099,0
m00004,6272822,6273077,1
m00006,82444762,82445011,0
m00025,107558973,107559228,1
m00095,95934216,95934465,0
m00045,31256749,31256998,0
m00024,64516736,64516985,1
m00073,23357610,23357859,1
m00043,86202525,86202774,0
m00100,3293370,3293619,0
m00068,29629646,29629895,1
m00039,96993650,96993899,0
m00037,14720438,14720687,0
m00056,32161276,32161525,0
m00032,130385222,130385471,0
mSu,6620196,6620445,1
m00018,25297130,25297385,0
m00003,75856921,75857176,0
m00017,34034434,34034689,1
m00096,67898448,67898697,0
m00035,28739934,28740183,0
m00039,104886200,104886449,0
m00018,51277326,51277581,0
m00095,4321014,4321263,0
m00060,187083392,187083641,1
m00027,15418935,15419190,0
m00060,173796175,173796424,1
m00055,72460147,72460396,1
m00023,114156544,114156793,1
m00033,42043650,42043905,0
m00021,77657528,77657783,0
m00056,38065514,38065763,0
m00079,8104182,8104431,1
m00122,69302312,69302561,1
m00073,49890545,49890794,1
m00084,15553417,15553666,1
m00043,83340951,83341200,0
m00107,140413636,140413885,1
m00097,80708681,80708930,0
m00053,121517430,121517679,1
m00003,110571750,110572005,0
m00038,5107745,5107994,0
m00071,17146188,17146437,1
m00019,45810855,45811104,0
m00026,14248913,14249162,1
m00037,33422009,33422258,0
m00037,50152277,50152526,0
m00021,17835852,17836107,0
m00006,44854702,44854951,0
m00075,28585600,28585849,0
m00071,76720379,76720628,1
m00083,95252281,95252536,1
m00028,35610205,35610460,0
m00048,19172531,19172780,1
m00084,80523238,80523487,1
m00049,59046501,59046750,0
m00060,44651894,44652143,0
m00043,51853158,51853407,0
m00049,222675787,222676036,0
m00073,65887386,65887635,0
m00025,67570432,67570687,1
m00004,95640898,95641153,0
m00055,69013124,69013373,1
mSu,6272753,6273002,1
m00038,49177,49426,0
m00049,46644536,46644785,0
m00024,39159273,39159522,1
m00006,103747814,103748063,0
m00071,60163420,60163669,1
m00032,135153997,135154246,0
m00049,215005455,215005704,0
m00097,49394514,49394763,0
m00049,77844256,77844505,0
m00056,41058057,41058306,0
m00071,13902484,13902733,1
m00083,2894608,2894863,1
m00038,102659858,102660107,0
m00075,44844573,44844822,0
m00071,98806305,98806554,1
m00025,16568506,16568761,1
m00024,42068745,42068994,1
m00027,106890473,106890728,0
m00004,74891304,74891559,0
m00021,79497494,79497749,0
m00021,47619092,47619347,0
mSu,2399286,2399535,0
m00004,26999667,26999922,0
m00037,27442627,27442876,0
m00024,112511719,112511968,1
m00060,183859250,183859499,1
m00039,103146575,103146824,0
m00001,79170068,79170317,1
m00079,28084540,28084789,1
m00107,128336847,128337096,1
m00083,65972853,65973108,1
m00079,39663446,39663695,1
m00024,37546359,37546608,1
m00053,117962340,117962589,1
m00028,46335974,46336229,1
m00095,61201999,61202248,0
mSu,1375666,1375915,1
m00084,67164117,67164366,1
m00025,60824056,60824311,1
m00037,49299961,49300210,0
m00083,96760323,96760578,0
m00033,43192971,43193226,0
m00052,102953375,102953624,1
m00071,83925422,83925671,1
m00037,35307738,35307987,0
m00122,79803016,79803265,1
m00095,27512967,27513216,0
m00056,30324503,30324752,0
m00124,3181115,3181370,0
m00047,51588992,51589241,0
m00006,125555514,125555763,0
m00096,54378893,54379142,0
m00075,18127905,18128154,0
m00056,13433393,13433642,0
m00043,113799357,113799606,0
m00023,45978373,45978622,0
m00045,47926806,47927055,0
m00079,119031711,119031960,1
m00021,22461820,22462075,1
m00061,30746485,30746734,0
m00124,35992825,35993080,0
m00058,134769338,134769587,1
m00037,51972197,51972446,0
mSu,3776207,3776456,1
m00107,121120318,121120567,1
m00045,90660896,90661145,0
m00097,27536053,27536302,0
m00037,81599252,81599501,0
m00037,54186606,54186855,0
m00097,137910523,137910772,1
m00058,16992053,16992302,0
m00003,77187961,77188216,0
m00052,141315192,141315441,1
m00071,73364857,73365106,1
m00048,15317948,15318197,1
m00124,19997852,19998107,0
m00003,86956407,86956662,0
m00048,3480177,3480426,1
m00097,45750482,45750731,0
m00024,13696517,13696766,1
m00030,18578881,18579130,0
m00058,10367818,10368067,0
m00027,32479908,32480163,0
m00096,55040444,55040693,0
m00073,40542502,40542751,1
m00075,13911472,13911721,0
m00124,31413530,31413785,0
m00004,58911057,58911312,1
m00030,51253708,51253957,0
m00024,69696501,69696750,1
m00055,48298371,48298620,1
m00043,4777465,4777714,0
m00047,40327735,40327984,0
m00017,38412503,38412758,1
m00043,74312581,74312830,0
m00079,84480802,84481051,1
m00096,6466291,6466540,0
m00024,55244732,55244981,1
m00122,110036442,110036691,1
m00043,44958026,44958275,0
m00005,90524432,90524687,0
m00047,19774841,19775090,0
m00039,18504851,18505100,0
m00073,24754265,24754514,1
m00107,2888655,2888904,1
m00084,62267911,62268160,1
m00049,146064518,146064767,0
m00068,4846942,4847191,1
m00096,1780289,1780538,0
m00028,20709788,20710043,1
m00107,11465162,11465411,0
m00053,90563694,90563943,0
m00058,135478063,135478312,1
m00004,103219999,103220254,0
m00048,40922341,40922590,1
m00024,65297014,65297263,1
m00061,78318225,78318474,1
m00043,11515607,11515856,0
m00004,79539336,79539591,0
m00079,83316550,83316799,1
m00032,153743529,153743778,0
m00048,56213590,56213839,1
m00005,25296260,25296515,0
m00075,111617888,111618137,0
m00075,36084135,36084384,0
m00019,64102027,64102276,0
m00075,33068090,33068339,0
m00024,38584408,38584657,1
m00084,81704533,81704782,1
m00052,84003817,84004066,1
m00027,80573559,80573814,0
m00079,53229818,53230067,1
m00043,62787425,62787674,0
m00027,77835519,77835774,0
m00097,125876717,125876966,1
m00071,28848948,28849197,1
m00060,25193824,25194073,0
m00018,20794627,20794882,0
m00019,44229679,44229928,0
m00005,100472367,100472622,0
m00068,47482369,47482618,1
m00045,92909799,92910048,1
m00097,74613497,74613746,0
m00027,112476386,112476641,0
m00003,40742411,40742666,0
m00124,13513584,13513839,0
m00030,9834647,9834896,0
m00100,2761684,2761933,0
m00032,145732318,145732567,0
m00045,87292486,87292735,0
m00053,99248618,99248867,0
m00003,65922798,65923053,0
m00003,103294073,103294328,0
m00032,137488555,137488804,0
m00025,74337095,74337350,1
m00107,8036243,8036492,1
m00004,2606598,2606853,1
m00060,114397950,114398199,0
m00017,66507865,66508120,1
m00056,3619947,3620196,0
m00005,16618542,16618797,0
m00079,11138840,11139089,1
m00025,31148380,31148635,1
m00017,71695402,71695657,1
m00061,60083211,60083460,0
m00058,80895202,80895451,0
m00030,53821276,53821525,0
m00018,16101714,16101969,0
m00003,120421169,120421424,0
m00124,4586188,4586443,0
m00044,94043058,94043307,0
m00028,86849728,86849983,1
m00052,62844576,62844825,1
m00026,33130474,33130723,0
m00097,100926533,100926782,0
m00038,131701023,131701272,1
m00026,23435559,23435808,0
m00122,37292339,37292588,1
m00053,28897479,28897728,0
m00058,125097138,125097387,0
m00047,64369718,64369967,1
m00079,28131819,28132068,1
m00055,9055757,9056006,1
m00047,82867747,82867996,0
m00100,10152885,10153134,0
m00027,75201533,75201788,0
m00100,10389476,10389725,0
m00124,7303896,7304151,0
m00017,24837870,24838125,1
m00037,34604836,34605085,0
m00030,56429175,56429424,0
m00006,55805175,55805424,0
m00028,35279580,35279835,0
m00017,49600874,49601129,0
m00027,17889936,17890191,0
m00001,36789150,36789399,1
m00049,195551330,195551579,0
m00004,114322945,114323200,1
m00018,90811945,90812200,1
m00079,110641316,110641565,1
m00019,38158264,38158513,0
m00038,24363425,24363674,1
m00052,89055505,89055754,1
m00024,62490900,62491149,1
mSu,3306851,3307100,1
m00061,33690239,33690488,0
m00003,36569823,36570078,0
m00079,41768147,41768396,1
m00006,70935219,70935468,0
m00035,102003062,102003311,0
m00048,47415156,47415405,1
m00083,21798186,21798441,0
m00018,89425111,89425366,0
m00058,2527047,2527296,0
m00097,71406013,71406262,0
m00049,136170184,136170433,0
m00073,57480185,57480434,1
m00035,11677532,11677781,0
m00071,36764032,36764281,1
m00084,36940769,36941018,0
m00084,17542559,17542808,1
m00018,95839158,95839413,1
m00004,86775977,86776232,1
m00071,48411466,48411715,1
m00035,135132560,135132809,0
m00037,36202890,36203139,0
m00021,30915299,30915554,0
m00030,72747972,72748221,0
m00025,39717403,39717658,1
m00038,99375970,99376219,0
m00019,65871905,65872154,0
m00006,64083601,64083850,0
m00003,94060289,94060544,0
m00061,17566436,17566685,0
m00060,106498754,106499003,0
m00095,55609559,55609808,0
m00097,58125060,58125309,0
m00033,49110086,49110341,0
m00039,77061616,77061865,0
m00037,14956054,14956303,0
m00095,58161739,58161988,0
m00035,30581199,30581448,0
m00024,62767355,62767604,1
m00039,81314725,81314974,1
m00005,103527726,103527981,0
m00060,26115080,26115329,0
m00095,19895851,19896100,0
m00055,43722575,43722824,1
m00021,537295,537550,0
m00075,93377046,93377295,0
m00038,7975413,7975662,0
m00053,24755067,24755316,0
m00068,27401495,27401744,1
m00026,40308964,40309213,0
m00073,59609326,59609575,1
m00005,22424592,22424847,0
m00071,77151851,77152100,1
m00075,61280531,61280780,0
m00039,67047719,67047968,0
m00095,66782842,66783091,0
m00048,17611739,17611988,1
m00061,31249190,31249439,0
m00052,130429255,130429504,1
m00084,89318184,89318433,1
m00107,137109152,137109401,1
m00001,402175,402424,1
m00006,36186332,36186581,0
m00003,52960613,52960868,0
m00032,87905266,87905515,0
m00107,50191180,50191429,1
m00032,139561985,139562234,0
m00032,22428977,22429226,0
m00047,84728719,84728968,1
m00035,95962983,95963232,0
m00056,23213561,23213810,0
m00044,136003866,136004115,0
m00006,38837346,38837595,0
m00039,81850115,81850364,0
m00044,123275956,123276205,0
m00044,71332260,71332509,0
m00045,32556095,32556344,0
m00006,9353053,9353302,0
m00097,32306429,32306678,0
m00095,70858446,70858695,0
m00096,116191542,116191791,0
m00019,29779517,29779766,0
m00124,23869428,23869683,0
m00097,66813850,66814099,0
m00001,80801075,80801324,1
m00025,67426600,67426855,1
m00068,31151578,31151827,1
m00053,61608161,61608410,0
m00025,54838077,54838332,1
m00003,110673528,110673783,0
m00025,1140950,1141205,1
m00083,16164414,16164669,1
m00096,11815571,11815820,0
m00033,59598252,59598507,1
m00053,94903198,94903447,0
m00058,67905444,67905693,0
m00019,56846005,56846254,1
m00025,83153733,83153988,1
m00095,8400801,8401050,0
m00124,1165824,1166079,0
m00084,83049174,83049423,1
m00004,68980062,68980317,0
m00122,44775073,44775322,1
m00079,72493070,72493319,1
m00079,96333969,96334218,1
m00004,35786571,35786826,1
m00058,76724888,76725137,0
m00124,27707908,27708163,0
m00052,43919500,43919749,1
m00026,38968697,38968946,1
m00043,110022410,110022659,0
m00017,71799031,71799286,1
m00003,112287131,112287386,0
m00097,72615678,72615927,0
m00018,19366807,19367062,0
m00061,68076562,68076811,0
m00003,94639500,94639755,0
m00122,47755246,47755495,1
m00058,53746510,53746759,0
m00024,94493179,94493428,1
m00068,14301049,14301298,1
m00053,59841538,59841787,1
m00006,3335886,3336135,0
m00045,39479125,39479374,0
m00032,46660530,46660779,0
m00021,37858751,37859006,0
m00061,16679153,16679402,0
m00059,40936365,40936614,0
m00039,19223227,19223476,0
m00023,93274667,93274916,0
m00026,24600969,24601218,1
m00122,99510757,99511006,1
m00060,183336938,183337187,1
m00075,74200927,74201176,0
m00122,8307960,8308209,1
m00026,43369141,43369390,0
m00075,58039049,58039298,0
m00060,79676638,79676887,0
m00035,29419194,29419443,0
m00035,4093540,4093789,1
m00044,47741857,47742106,0
m00124,20561968,20562223,0
m00095,40626246,40626495,0
m00044,118332433,118332682,0
mSu,3536478,3536727,1
m00107,124260961,124261210,1
m00052,142316032,142316281,1
m00083,110395269,110395524,1
m00058,59476264,59476513,0
m00044,130588352,130588601,0
m00001,20327522,20327771,1
m00044,77760329,77760578,0
m00005,80398838,80399093,0
m00097,15190752,15191001,0
m00039,30739628,30739877,0
mSu,4108723,4108972,1
m00026,5830112,5830361,1
m00049,185874161,185874410,0
m00084,82814185,82814434,1
m00023,82379481,82379730,1
m00096,14989529,14989778,1
m00095,89578969,89579218,0
m00024,9253217,9253466,1
m00044,119581286,119581535,0
m00044,59255139,59255388,0
m00047,12407869,12408118,0
m00018,94814405,94814660,0
m00055,21361070,21361319,1
m00095,5786371,5786620,0
m00043,97378191,97378440,0
m00032,65150563,65150812,0
m00048,52702440,52702689,1
m00075,8470603,8470852,0
m00027,43722100,43722355,0
m00095,41810646,41810895,0
m00025,76403350,76403605,1
m00044,128677667,128677916,0
m00107,137521379,137521628,1
m00061,60859347,60859596,0
m00097,9040168,9040417,0
m00032,705171,705420,1
m00084,50426979,50427228,0
m00035,31263323,31263572,0
m00048,17061849,17062098,1
m00005,10382931,10383186,0
m00005,50072296,50072551,0
